hanja	readings	wonhoek	pilhoek	element	meaning	namefit	avoid
璿	선	19	18	金	아름다운옥 선	3	0
瓀	연	19	18	金		0	1
瓆	질	20	19	金	사람 이름 질	3	1
瓊	경	20	18	金	옥 경	3	1
瓍	수	21	18	金		0	1
瓏	농,롱	21	20	金	환할	3	0
瓐	노,로	21	20	金		0	1
瓓	난,란	22	21	金		2	1
瓔	영	22	21	金	옥돌 영	3	1
瓘	관	23	21	金	옥 이름 관	3	0
瓚	찬	24	23	金	제기 찬	3	1
瓛	환	25	24	金	옥홀 환	0	1
瓜	과	5	5	木	오이 과	4	1
瓠	호	11	11	木	표주박 호	3	1
瓢	표	16	16	木	표주박 표	3	1
瓣	판	19	19	木	외씨 판	3	1
瓦	와	4	4	土	질그릇 와	4	1
瓮	옹	8	8	土	항아리 옹	3	1
瓳	호	9	9	土		0	1
瓷	자	10	10	土	오지그릇 자	3	1
甁	병	12	12	土	병 병	3	1
甃	추	13	13	土	우물 벽돌 추	0	1
甄	견	13	13	土	질그릇 견	3	1
甌	구	15	15	土	사발 구	1	1
甍	맹	14	14	土		1	1
甎	전	15	15	土	벽돌 전	0	1
甑	증	16	16	土	시루 증	3	1
甓	벽	17	17	土	벽돌 벽	0	1
甕	옹	17	17	土	항아리 옹	3	1
甘	감	5	5	土	달 감	3	0
甚	심	9	9	土	심할 심	4	1
甛	첨	11	11	土	달 첨	3	0
甜	첨	11	11	土		2	1
甞	상	13	13	土	맛볼 상	0	1
生	생	5	5	木	날 생	4	1
甡	신	10	10	木		1	1
產	산	11	11	木		2	1
産	산	11	11	木	낳을 산	3	1
甤	유	12	12	木		0	1
甥	생	12	12	木	생질 생	4	1
甦	소	12	12	木	깨어날 소	3	1
用	용	5	5	水	쓸 용	4	1
甪	록	6	6	水		0	1
甫	보	7	7	水	클 보	3	0
甬	용	7	7	水	물 솟아 오를 용	3	0
甯	녕,영	12	12	水		1	1
田	전	5	5	土	밭 전	4	0
由	유	5	5	土	말미암을 유	4	1
甲	갑	5	5	木	갑옷 갑	4	1
申	신	5	5	金	펼 신	4	0
男	남	7	7	土	사내 남	4	1
甸	전	7	7	土	경기 전	3	1
町	정	7	7	土	밭 두덕 정	3	1
画	획	8	8	土		1	1
甿	맹	8	8	土		0	1
畃	순	8	8	土		0	1
畇	균	9	9	土	밭개간할 균	3	1
畊	경	9	9	土	耕의 古字	0	1
畋	전	9	9	土	사냥할 전	1	1
界	계	9	9	土	지경 계	4	1
畎	견	9	9	土	밭 도랑 견	1	1
畏	외	9	9	土	두려울 외	3	1
畐	복,핍	9	9	土		0	1
畑	전	9	9	土	화전 전	3	1
畓	답	9	9	土	논 답	3	1
畔	반	10	10	土	지경 반	3	1
留	류,유	10	10	土	머무를 류	4	1
畚	분	10	10	土	삼태기 분	1	1
畛	진	10	10	土	두렁길 진	3	1
畜	축	10	10	土	가축 축	4	1
畝	묘,무	10	10	土	밭이랑	3	1
畢	필	10	10	土	마칠 필	4	1
畤	치	11	11	土	제터 치	0	1
略	략,약	11	11	土	다스릴 략	4	0
畦	휴	11	11	土	밭두둑 휴	3	1
畧	략,약	11	11	土	略과 同字	0	1
番	번	12	12	土	갈마들 번	4	1
畫	화	12	12	土	그림 화	4	0
畯	준	12	12	土	俊과 同字	3	1
異	이	11	11	土	다를 이	3	0
畵	화	13	13	土	그림 화	3	0
當	당	13	13	土	마땅할 당	4	1
畸	기	13	13	土	뙈기 밭 기	3	1
畺	강	13	13	土	疆과 同字	3	1
畼	창	14	14	土		0	1
畿	기	15	15	土	경기 기	3	1
疆	강	19	19	土	땅 경계 강	3	1
疇	주	19	19	土	밭두둑 주	3	1
疈	벽	20	20	土	가를 벽	0	1
疊	첩	22	22	土	거듭 첩	4	1
疋	아,필	5	5		짝 필	3	1
疎	소	12	12		성길 소	3	1
疏	소	12	12		뚫릴 소	3	1
疑	의	14	14		의심할 의	4	1
疔	정	7	7	水	헌데 정	0	1
疙	흘	8	8	水	쥐부스럼 흘	1	1
疚	구	8	8	水	오랜 병 구	1	1
疝	산	8	8	水	산증 산	3	1
疣	우	9	9	水		1	1
疥	개	9	9	水	옴 개	3	1
疫	역	9	9	水	염병 역	4	1
疱	포	10	10	水	부풀 포	3	1
疲	피	10	10	水	피곤할 피	4	1
疳	감	10	10	水	감질병 감	3	1
疴	아	10	10	水	앓을 아	1	1
疵	자	11	11	水	흠 자	3	1
疸	달	10	10	水	황달 달	3	1
疹	진	10	10	水	홍역 진	3	1
疼	동	10	10	水	아플 동	4	1
疽	저	10	10	水	등창 저	3	1
疾	질	10	10	水	병 질	4	1
痀	구	10	10	水	곱사등이 구	1	1
痂	가	10	10	水	헌데 딱지 가	3	1
痃	현	10	10	水	힘줄 당기는 병 현	0	1
病	병	10	10	水	병 병	4	1
症	증	10	10	水	증세 증	4	1
痊	전	11	11	水	병 나을 전	2	1
痍	이	11	11	水	상할 이	3	1
痎	해	11	11	水	학질 해	0	1
痒	양	11	11	水	가려울 양	3	1
痓	치	11	11	水	풍병 치	0	1
痔	치	11	11	水	치질 치	3	1
痕	흔	11	11	水	흉터 흔	4	1
痘	두	12	12	水	마마 두	4	1
痙	경	12	12	水	심줄 땅길 경	3	1
痛	통	12	12	水	아플 통	4	1
痞	비	12	12	水	뱃속 결릴 비	1	1
痢	리,이	12	12	水	설사 리	3	1
痣	지	12	12	水	사마귀 지	1	1
痤	좌	12	12	水	뾰루지 좌	1	1
痧	사	12	12	水	쥐통 사	1	1
痰	담	13	13	水	가래 담	4	1
痲	마	13	13	水	저릴 마	3	1
痳	림,임	13	13	水	임질 림	1	1
痴	치	13	13	水	癡의 俗字	3	1
痹	비	13	13	水	저릴 비	1	1
痺	비	13	13	水	암메추라기 비	3	1
痼	고	13	13	水	고질 고	3	1
痿	위	13	13	水	습병 위	1	1
瘀	어	13	13	水	어혈질 어	3	1
瘁	췌	13	13	水		1	1
瘇	종	14	14	水	수종 종	0	1
瘈	계	14	14	水	미칠 계	0	1
瘉	유	14	14	水	癒와 同字	2	1
瘋	풍	14	14	水	두풍 풍	1	1
瘍	양	14	14	水	머리헐 양	3	1
瘐	유	13	13	水	죄인 주려 죽을 유	0	1
瘕	하	14	14	水	이질 하	0	1
瘙	소	14	14	水	옴 소	3	1
瘟	온	14	14	水	염병 온	3	1
瘠	척	15	15	水	파리할 척	3	1
瘡	창	15	15	水	부스럼 창	3	1
瘢	반	15	15	水	흉터 반	3	1
瘤	류,유	15	15	水	혹 류	3	1
瘦	수	14	14	水	파리할 수	4	1
瘧	학	14	14	水	학질 학	1	1
瘯	족	16	16	水	피부병 이름 족	0	1
瘰	나,라	16	16	水	연주창 라	0	1
瘱	예	16	16	水		0	1
瘳	추	16	16	水	병 나을 추	0	1
瘴	장	16	16	水	장기 장	1	1
瘻	누,루	16	16	水	부스럼 루	3	1
療	료,요	17	17	水	병고칠 료	4	1
癃	륭,융	16	16	水	느른할 륭	0	1
癆	노,로	17	17	水	종독 로	1	1
癇	간	17	17	水		1	1
癈	폐	17	17	水	고질병 폐	0	1
癉	단	17	17	水	황달 단	0	1
癌	암	17	17	水	종양 암	3	1
癎	간	17	17	水	경풍 간	3	1
癒	유	18	18	水	병 나을 유	4	1
癕	옹	18	18	水	등창 옹	0	1
癖	벽	18	18	水	적취 벽	3	1
癘	려,여	17	17	水	창질 려	1	1
癜	전	18	18	水	어루러기 전	0	1
癡	치	19	19	水	어리석을 치	3	1
癢	양	19	19	水	가려울 양	2	1
癤	절	18	18	水	멍울 절	3	1
癥	징	20	20	水	적취 징	1	1
癧	력,역	21	21	水	연주창 력	0	1
癨	곽	21	21	水	곽란 곽	0	1
癩	나,라	21	21	水	약물 중독 나	3	1
癬	선	22	22	水	옴 선	3	1
癭	영	22	22	水	목 혹 영	0	1
癮	은	21	21	水	두드러기 은	1	1
癯	구	23	23	水	여윌 구	0	1
癰	옹	23	23	水	헌곳	3	1
癱	탄	24	24	水	중풍증 탄	1	1
癲	전	24	24	水	미칠 전	3	1
癸	계	9	9	水	열째 천간 계	3	1
登	등	12	12		오를 등	4	0
發	발	12	12		쏠 발	4	1
白	백	5	5	金	흰 백	4	0
百	백	6	6	金	일백 백	4	1
皀	급	7	7	金	고소할 급	0	1
皁	조	7	7	金	하인 조	0	1
皃	모	7	7	金	貌와 同字	0	1
的	적	8	8	金	과녁 적	4	1
皆	개	9	9	金	모두 개	3	1
皇	황	9	9	金	임금 황	4	1
皊	령,영	10	10	金		0	1
皋	고	10	10	金	못 고	1	0
皎	교	11	11	金	달빛 교	3	1
皐	고	11	11	金	부르는 소리 고	3	1
皒	아	12	12	金		0	1
皓	호	12	12	金	흴 호	3	0
皖	환	12	12	金	샛별 환	1	1
皗	주	13	13	金		0	1
皙	석	13	13	金		1	1
皚	애	15	15	金	흴 애	1	0
皛	효	15	15	金	나타날 효	0	1
皜	호	15	15	金	흴 호	0	0
皝	황	15	15	金		0	1
皞	호	15	15	金	밝을 호	1	0
皤	파	17	17	金	흴 파	1	0
皦	교	18	18	金		0	1
皬	학	21	21	金	흴 학	0	0
皭	작	22	22	金		0	1
皮	피	5	5	金	가죽 피	4	0
皴	준	12	12	金	주름 준	1	1
皶	사	14	14	金		0	1
皸	군	14	14	金	얼어터질 군	1	1
皺	추	15	15	金	쭈그러질 추	3	1
皿	명	5	5		그릇 명	3	1
盂	우	8	8		바리 우	3	1
盃	배	9	9		杯의 俗字	4	1
盆	분	9	9		동이 분	4	1
盈	영	9	9		가득할 영	3	0
益	익	10	10		더할 익	4	1
盌	완	10	10		은 바리 완	1	0
盍	합	10	10		덮을 합	1	1
盎	앙	10	10		동이 앙	1	1
盒	합	11	11		소반 뚜껑 합	4	1
盓	우	11	11			0	1
盔	회	11	11		바리 회	1	1
盖	개	11	11		蓋의 俗字	3	1
盙	보	12	12		簠의 本字	0	1
盛	성	11	11		담을 성	4	1
盜	도	12	12		도둑 도	4	1
盞	잔	13	13		작은 술잔 잔	3	1
盟	맹	13	13		맹세할 맹	3	1
盡	진	14	14		다할 진	4	1
監	감	14	14		거느릴 감	4	1
盤	반	15	15		소반 반	4	1
盥	관	16	16		대야 관	1	1
盧	노,로	16	16		밥그릇 노	3	0
盪	탕	17	17		씻을 탕	2	1
盬	고	18	18		염지 고	1	1
目	목	5	5	木	눈 목	4	1
盯	정	7	7	木		1	1
盱	우	8	8	木		1	1
盲	맹	8	8	木	소경 맹	4	1
直	직	8	8	木	곧을 직	4	0
盶	원	9	9	木		0	1
相	상	9	9	木	서로 상	4	1
盹	순	9	9	木	눈 감을 순	1	1
盻	혜	9	9	木	흘겨볼 혜	0	1
盼	반	9	9	木	곁눈질 할 반	4	1
盾	순	9	9	木	방패 순	3	1
盿	민	9	9	木		0	1
眀	명	9	9	木		0	1
省	생,성	9	9	木	덜 생	4	1
眂	시	9	9	木		0	1
眄	면	9	9	木	애꾸눈 면	3	1
眇	묘	9	9	木	애꾸눈 묘	1	1
眈	탐	9	9	木	노려볼 탐	3	1
眉	미	9	9	木	눈썹 미	4	1
眊	모	9	9	木	눈 흐릴 모	0	1
看	간	9	9	木	볼 간	4	1
眎	시	10	10	木		0	1
眐	정	10	10	木		0	1
眕	진	10	10	木		0	1
眚	생	10	10	木	눈에백태낄 생	0	1
眛	매	10	10	木	어두울 매	1	1
眞	진	10	10	木	참 진	3	0
真	진	10	10	木		2	1
眠	면,민	10	10	木	잠잘 면	3	1
眥	자	11	11	木	흘길 자	1	1
眦	자	11	11	木	眥와 同字	0	1
眨	잡	9	9	木	눈 깜작일 잡	1	1
眩	현	10	10	木	아찔할 현	3	1
眴	순	11	11	木	눈짓할 순	0	1
眷	권	11	11	木	돌아볼 권	3	1
眸	모	11	11	木	눈동자 모	3	1
眹	진	11	11	木		0	1
眺	조	11	11	木	바라볼 조	3	1
眻	양	11	11	木	눈 아름다울 양	0	0
眼	안	11	11	木	눈 안	4	1
眾	중	11	11	木	衆의 本字	2	1
着	착	11	11	木	붙을 착	4	1
睃	준	12	12	木		0	1
睆	환	12	12	木	가득 차 있는 모양 환	1	1
睇	제	12	12	木	흘끗 볼 제	1	1
睋	아	12	12	木		0	1
睌	만	12	12	木		0	1
睍	현	12	12	木	물끄러미 볼 현	3	1
睎	희	12	12	木		0	1
睒	섬	13	13	木	번개빛 섬	0	1
睗	석	13	13	木		0	1
睚	애	13	13	木	눈흘길 애	1	1
睛	정	13	13	木	눈 검은자위 정	4	1
睞	래	13	13	木		1	1
睟	수	13	13	木	똑바로 볼 수	0	1
睠	권	13	13	木	眷과 同字	0	1
睡	수	13	13	木	졸음 수	4	1
睢	수	13	13	木		1	1
督	독	13	13	木	감독할 독	4	1
睥	비	13	13	木	흘겨볼 비	1	1
睦	목	13	13	木	화목할 목	3	0
睨	예	13	13	木		1	1
睫	첩	13	13	木	속눈썹 첩	3	1
睬	채	13	13	木		1	1
睭	주	13	13	木		0	1
睲	성	14	14	木		0	1
睷	건	13	13	木	눈으로 세어볼 건	0	1
睹	도	13	13	木	볼 도	3	1
睽	규	14	14	木	어그러질 규	1	1
睿	예	14	14	木	슬기로울 예	3	0
瞋	진	15	15	木	부릅뜰 진	3	1
瞍	수	14	14	木	소경 수	1	1
瞎	할	15	15	木	애꾸눈 할	2	1
瞑	명	15	15	木	눈 감을 명	3	1
瞖	예	16	16	木	눈에 백태 낄 예	0	1
瞙	막	15	15	木	눈 흐릴 막	0	1
瞞	만	16	16	木	속일 만	3	1
瞠	당	16	16	木	바로볼 당	1	1
瞢	몽	15	15	木	어두울 몽	0	1
瞥	별	16	16	木	언뜻 볼 별	3	1
瞪	징	17	17	木	바로 볼 징	1	1
瞬	순	17	17	木	눈 깜작일 순	3	1
瞭	료,요	17	17	木	밝을 료	4	0
瞮	철	17	17	木		0	1
瞰	감	16	16	木	굽어볼 감	3	1
瞱	엽	15	15	木		0	1
瞳	동	17	17	木	눈동자 동	3	1
瞵	린	17	17	木		0	1
瞹	애	18	18	木	흐릿할 애	0	1
瞻	첨	18	18	木	볼 첨	3	1
瞼	검	18	18	木	눈시울 검	3	1
瞽	고	18	18	木	소경 고	1	1
瞿	구	18	18	木	놀라서 볼 구	3	1
矇	몽	18	18	木	소경 몽	1	1
矉	빈	19	19	木	찡그릴 빈	0	1
矍	확	20	20	木	두리번거릴 확	0	1
矎	현,형	19	19	木		0	1
矑	노,로	21	21	木		0	1
矗	촉	24	24	木	곧을 촉	3	0
矙	감	24	24	木		0	1
矚	촉	26	26	木	볼 촉	1	1
矛	모	5	5	金	창 모	3	1
矜	긍	9	9	金	불쌍히 여길 긍	3	1
矞	율	12	12	金	송곳질할 율	0	1
矡	확	25	25	金		0	1
矢	시	5	5	金	살 시	3	1
矣	의	7	7	金	말 그칠 의	3	1
知	지	8	8	金	알 지	4	0
矦	후	9	9	金		0	1
矧	신	9	9	金	하물며 신	1	1
矩	구	9	9	金	곡척 구	4	1
短	단	12	12	金	짧을 단	4	1
矮	왜	13	13	金	난장이 왜	4	1
矯	교	17	17	金	바로잡을 교	3	1
矰	증	17	17	金	주살 증	0	1
石	석	5	5	金	돌 석	4	0
矴	정	7	7	金		0	1
矸	간,안	8	8	金		1	1
矺	탁	8	8	金	나무이름 탁	0	0
矼	강	8	8	金	돌다리 강	0	1
矽	석	8	8	金	석비레 석	1	1
砂	사	9	9	金	모래 사	3	1
砃	단	9	9	金		0	1
砇	민	9	9	金		2	1
砌	체	9	9	金	섬돌 체	1	1
砏	분	9	9	金	큰 소리 분	0	1
砑	아	9	9	金	갈 아	0	1
砒	비	9	9	金	비상 비	3	1
砢	나,라	10	10	金		0	1
砥	지	10	10	金	숫돌 지	3	1
砦	채	11	11	金	울타리 채	3	1
砧	침	10	10	金	방칫돌 침	3	1
砬	립,입	10	10	金	돌 소리 립	3	0
砭	폄	9	9	金	돌침 폄	1	1
砰	팽	10	10	金	여울 물소리 팽	1	1
砱	령	10	10	金		1	1
砲	포	10	10	金	큰 대포 포	3	1
破	파	10	10	金	깨뜨릴 파	4	1
硃	주	11	11	金	주사 주	1	1
硄	광	11	11	金		0	1
硅	규	11	11	金	유리만드는 흙 규	3	1
硈	갈,할	11	11	金		0	1
硌	락	11	11	金		0	1
硏	연	11	11	金	연마할 연	3	1
硐	동	11	11	金		1	1
硜	갱	12	12	金	아릿아릿할 갱	0	1
硝	초	12	12	金	초석 초	3	1
硠	낭,랑	12	12	金	돌 부딪는 소라 랑	0	0
硤	협	12	12	金		1	1
硧	용	12	12	金		0	1
硨	차	12	12	金	조개 이름 차	0	1
硩	척,철	12	12	金		0	1
硪	아	12	12	金		0	1
硫	류,유	12	12	金	유황 류	3	1
硬	경	12	12	金	굳을 경	4	0
确	학	12	12	金	확실할 학	1	1
硯	연	12	12	金	벼루 연	3	1
硻	경	13	13	金		0	1
硼	붕	13	13	金	붕산 붕	3	1
碁	기	13	13	金	棋와 同字	3	1
碄	림,임	13	13	金		0	1
碇	정	13	13	金	닻돌 정	3	1
碉	조	13	13	金		1	1
碌	녹,록	13	13	金	푸른 빛 녹	4	0
碍	애	13	13	金	礙의 俗字	3	1
碎	쇄	13	13	金	부술 쇄	4	1
碏	작	13	13	金	삼갈 작	0	0
碑	비	13	13	金	돌기둥 비	3	1
碓	대	13	13	金	방아 대	1	1
碔	무	13	13	金		0	1
碗	완	13	13	金	그릇 완	4	1
碝	연	14	14	金		0	1
碟	설	14	14	金	가죽다룰 설	2	1
碠	정	14	14	金		0	1
碣	갈	14	14	金	비 갈	3	1
碤	영	13	13	金	물 속 돌 영	0	0
碧	벽	14	14	金	푸를 벽	4	0
碨	외	14	14	金	돌 자갈 땅 외	0	0
碩	석	14	14	金	클 석	3	0
碬	하	14	14	金		0	1
碭	탕	14	14	金	무늬진 돌 탕	0	0
確	확	15	15	金	굳을 확	4	0
碻	확	15	15	金	굳을 확	3	0
碼	마	15	15	金	마노 마	4	1
碾	년,연	15	15	金	맷돌 년	1	1
磁	자	14	14	金	자석 자	4	1
磅	방	15	15	金	돌 떨어지는 소리 방	4	0
磈	외	14	14	金	돌 사닥다리 외	0	0
磉	상	15	15	金		0	1
磊	뇌,뢰	15	15	金	돌이 많이 쌓인 모양	3	1
磋	차	14	14	金	윤낼 차	3	1
磎	계	15	15	金	谿와 同字	3	1
磏	렴,염	15	15	金	거친 숫돌 렴	0	1
磐	반	15	15	金	넓을 반	3	0
磑	애	15	15	金	맷돌 애	0	1
磔	책	15	15	金	찢을 책	1	1
磕	개	15	15	金	돌 부딪는 소리 개	1	0
磚	전	16	16	金	벽돌 전	2	1
磤	은	15	15	金		0	1
磧	적	16	16	金	돌무더기 적	1	1
磨	마	16	16	金	갈 마	4	1
磪	최	16	16	金	험하고 높을 최	0	0
磬	경	16	16	金	경쇠 경	3	1
磯	기	17	17	金	물가 기	3	1
磴	등	17	17	金	돌 비탈길 등	1	0
磵	간	17	17	金	산골 시내 간	3	0
磶	석	17	17	金		0	1
磷	린,인	17	17	金	돌 을 틈물이 흐르는	1	0
磺	광	16	16	金	쇳돌 광	1	1
磻	반,번	17	17	金	강이름 반	3	1
磼	잡	17	17	金	산 높을 잡	0	0
磽	교	17	17	金	메마른 땅 교	0	1
礁	초	17	17	金	암초 초	3	1
礌	뇌,뢰	18	18	金	돌 굴러내릴 뢰	0	0
礎	초	18	18	金	주춧돌 초	4	1
礏	급	18	18	金	산 높은 모양 급	0	0
礑	당	18	18	金	밑바닥 당	1	1
礒	의	18	18	金	바위 의	1	1
礖	여	18	18	金	여돌 여	3	1
礙	애	19	19	金	막을 애	1	1
礦	광	19	19	金		2	1
礧	뇌,뢰	20	20	金	바위너설 뢰	0	1
礪	려,여	19	19	金	거친 숫돌 려	3	1
礫	력,역	20	20	金	조약돌 력	3	1
礬	반	20	20	金	백반 반	3	1
礭	확	21	21	金		0	1
礱	농,롱	21	21	金	갈 롱	1	1
示	시	5	5	木	보일 시	4	1
礼	례,예	6	5	木		1	1
社	사	8	7	木	토지의 신 사	4	1
祀	사	8	7	木	제사 사	3	1
祁	기	8	6	木	성할 기	3	0
祄	해	9	8	木		0	1
祅	요	9	8	木	재앙 요	1	1
祆	천	9	8	木	하늘 천	1	0
祇	기,지	9	8	木	토지의 신 기	3	1
祈	기	9	8	木	빌 기	3	1
祉	지	9	8	木	복 지	3	0
祊	팽	9	8	木	사당문 제사 팽	0	1
祏	석	10	9	木		0	1
祐	우	10	9	木	도울 우	3	0
祒	초	10	9	木		0	1
祓	불	10	9	木	푸닥거리할 불	1	1
祔	부	10	9	木	합사할 부	0	1
祕	비	10	9	木	귀신 비	4	1
祖	조	10	9	木	조상 조	3	1
祗	지	10	9	木	공경할 지	3	1
祘	산	10	10	木		0	1
祚	조	10	9	木	복 조	4	0
祛	거	10	9	木	물리칠 거	3	1
祜	호	10	9	木	복 호	3	0
祝	축	10	9	木	빌 축	4	1
神	신	10	9	木	천신 신	4	1
祟	수	10	10	木	빌미 수	1	1
祠	사	10	9	木	사당 사	3	1
祢	니,이	10	9	木		1	1
祤	우	11	10	木		0	1
祥	상	11	10	木	상서로울 상	3	0
祧	조	11	10	木	조묘 조	0	1
票	표	11	11	木	쪽지 표	4	1
祭	제,채	11	11	木	제사 제	4	1
祹	도	13	12	木		0	1
祺	기	13	12	木	복 기	3	0
祼	관	13	12	木	강신제 관	1	1
祿	녹,록	13	12	木	행복 녹	3	0
禁	금	13	13	木	금할 금	4	1
禊	계	14	13	木	계제 계	1	1
禋	인	14	13	木	제사지낼 인	0	1
禍	화	14	12	木	재화 화	4	1
禎	정	14	13	木	상서로울 정	3	0
福	복	14	13	木	복 복	4	0
禑	우	14	13	木	복	3	0
禔	시,제,지	14	13	木	복 시	1	0
禕	의	14	13	木		1	1
禛	진	15	14	木		2	1
禜	영	15	15	木		0	1
禝	직	15	14	木	사람 이름 직	0	1
禠	사	15	14	木		0	1
禥	기	16	15	木		0	1
禦	어	17	17	木	막을 어	3	1
禧	희	17	16	木	복 희	3	0
禨	기	17	16	木	조짐 기	0	1
禪	선	17	16	木	봉선 선	3	1
禫	담	17	16	木	담제 담	0	1
禮	례,예	18	17	木	예도 례	4	0
禰	니,이	19	18	木		1	1
禱	도	19	18	木	빌 도	3	1
禳	양	22	21	木	푸닥거리할 양	3	1
禴	약	22	21	木	종묘의 여름제사 약	0	1
禹	우	9	9		하우씨 우	3	0
禺	옹	9	9		땅 이름 옹	1	1
离	리,이	10	10		산신 리	2	1
禼	설	11	11			0	1
禽	금	12	12		날짐승 금	4	1
禾	화	5	5	木	벼 화	4	1
禿	독	7	7	木	대머리 독	3	1
秀	수	7	7	木	빼어날 수	4	0
私	사	7	7	木	사사 사	4	1
秄	자	8	8	木		0	1
秆	간	8	8	木	稈과 同字	1	1
秈	선	8	8	木		1	1
秉	병	8	8	木	잡을 병	3	1
秊	년,연	8	8	木	年의 本字	3	1
秋	추	9	9	木	가을 추	4	0
秎	분	9	9	木		0	1
科	과	9	9	木	과정 과	4	1
秒	초	9	9	木	시간 단위 초	4	1
秕	비	9	9	木	쭉정이 비	3	1
秖	지	9	9	木		0	1
秘	비	10	10	木	숨길 비	4	1
秞	유	10	10	木		2	1
租	조	10	10	木	구실 조	4	1
秢	령,영	10	10	木	벼 처음 익을 령	0	0
秣	말	10	10	木	꼴 말	1	1
秤	칭	10	10	木	저울 칭	3	1
秦	진	10	10	木	벼 이름 진	3	0
秧	앙	10	10	木	모 앙	3	1
秩	질	10	10	木	차례 질	4	0
秪	지	10	10	木	벼 처음 익을 지	0	0
秫	출	10	10	木	차조 출	1	1
秬	거	9	9	木	검은 기장 거	0	1
秱	동	11	11	木		0	1
秵	인	11	11	木		0	1
秸	갈	11	11	木	볏짚 갈	1	1
移	이	11	11	木	옮길 이	4	1
稀	희	12	12	木	드물 희	4	1
稁	고	12	12	木	稿와 同字	0	1
稂	낭,랑	12	12	木	강아지 풀 랑	0	1
稅	세	12	12	木	구실 세	3	1
稈	간	12	12	木	짚 간	3	1
稊	제	12	12	木	강아지풀 제	0	1
程	정	12	12	木	법 정	4	0
稌	도	12	12	木	찰벼 도	0	1
稍	초	12	12	木	벼 줄기 끝 초	3	1
稔	임	13	13	木	곡식익을 임	3	1
稕	준	13	13	木		0	1
稗	패	13	13	木	돌피 패	3	1
稘	기	13	13	木		0	1
稙	직	13	13	木	올벼 직	3	1
稚	치	13	13	木	어린 벼 치	4	1
稜	능,릉	13	13	木	모질 능	3	1
稞	과	13	13	木	보리 과	1	1
稟	품	13	13	木	여쭐 품	3	1
稠	조	13	13	木	빽빽할 조	3	1
稢	욱	13	13	木		0	1
稤	숙	13	13	木		0	1
稧	설	14	14	木		0	1
稬	나	14	14	木		0	1
種	종	14	14	木	씨 종	4	1
稰	서	14	14	木		0	1
稱	칭	14	14	木	저울질할 칭	4	1
稳	온	14	14	木		1	1
稶	욱	15	15	木	서직 무성할 욱	3	0
稷	직	15	15	木	기장 직	3	1
稹	진	15	15	木	떨기로 날 진	0	1
稻	도	15	15	木	벼 도	4	1
稼	가	15	15	木	심을 가	3	1
稿	고	15	15	木	볏집 고	4	1
穀	곡	15	15	木	곡식 곡	4	1
穂	수	15	15	木		1	1
穅	강	16	16	木	겨 강	0	1
穆	목	16	16	木	화목할 목	3	0
穉	치	17	17	木	稚와 同字	3	1
穌	소	16	16	木		1	1
積	적	16	16	木	포갤 적	4	1
穎	영	16	16	木	이삭 영	3	1
穗	수	17	17	木	이삭 수	3	1
穚	교	17	17	木		0	1
穡	색	18	18	木	거둘 색	3	1
穢	예	18	18	木	더러울 예	3	1
穦	빈	19	19	木		2	1
穩	온	19	19	木	편안할 온	3	0
穫	확	18	18	木	벼 벨 확	4	1
穰	양	22	22	木	풍년들 양	3	1
穳	찬	24	24	木		0	1
穴	혈	5	5	水	굴 혈	3	1
穵	알	6	6	水	구멍 알	0	1
究	구	7	7	水	궁리할 구	4	1
穹	궁	8	8	水	높을 궁	3	0
空	공	8	8	水	빌 공	4	1
穻	우	8	8	水		0	1
穽	정	9	9	水	구덩이 정	3	1
穾	요	9	9	水	깊숙할 요	0	1
穿	천	9	9	水	뚫을 천	4	1
窀	둔	9	9	水	광중 둔	0	1
突	돌	9	9	水	부딪칠 돌	4	1
窂	노,로	9	9	水	우리 로	0	1
窄	착	10	10	水	좁을 착	4	1
窅	요	10	10	水	움펑눈 요	0	1
窆	폄	9	9	水	하관할 폄	0	1
窈	요	10	10	水	고요할 요	3	0
窊	와	10	10	水	웅덩이 와	0	1
窒	질	11	11	水	막을 질	3	1
窓	창	11	11	水	창 창	4	1
窕	조	11	11	水	정숙할 조	3	1
窖	교	12	12	水		1	1
窗	창	12	12	水	창 창	2	1
窘	군	12	12	水	군색할 군	3	1
窙	효	12	12	水		0	1
窚	성	11	11	水		0	1
窟	굴	13	13	水	구멍 굴	3	1
窠	과	13	13	水	보금자리 과	1	1
窣	솔	13	13	水	느릿느릿 걸을 솔	1	1
窩	와	13	13	水	굴 와	4	1
窪	와	14	14	水	도랑 와	3	1
窬	유	14	14	水	판장문 유	0	1
窮	궁	15	15	水	다할 궁	4	1
窯	요	15	15	水	기와가마 요	3	1
窳	유	15	15	水	이지러질 유	1	1
窶	구	16	16	水	가난하여 예절없을 구	0	1
窹	오	16	16	水	아궁이 오	0	1
窺	규	16	16	水	엿볼 규	3	1
窾	관	17	17	水	빌 관	0	1
窿	륭,융	16	16	水	활꼴 륭	1	1
竄	찬	18	18	水	숨을 찬	3	1
竅	규	18	18	水	구멍 규	3	1
竇	두	20	20	水	구멍 두	3	1
竈	조	21	21	水	부엌 조	1	1
竊	절	22	22	水	좀도둑 절	3	1
立	립,입	5	5	金	설 립	4	1
竌	처	7	7	金		0	1
竑	횡	9	9	金		1	1
竗	묘	9	9	金	땅 이름 묘	3	1
竘	구	10	10	金		0	1
站	참	10	10	金	우두커니 설 참	4	1
