hanja	readings	wonhoek	pilhoek	element	meaning	namefit	avoid
定	정	8	8	木	정할 정	4	0
宛	완,울	8	8	木	어슴푸레할 완	3	1
宜	의	8	8	木	옳을 의	4	0
宝	보	8	8	木		1	1
実	실	8	8	木		1	1
客	객	9	9	木	손님 객	4	1
宣	선	9	9	木	베풀 선	4	0
室	실	9	9	木	집 실	4	0
宥	유	9	9	木	너그러울 유	3	0
宦	환	9	9	木	벼슬 환	3	0
宬	성	9	9	木	사고 성	3	1
宭	군	10	10	木		0	1
宮	궁	10	10	木	굴궐 궁	4	1
宰	재	10	10	木	주관할 재	3	0
害	해	10	10	木	해할 해	4	1
宴	연	10	10	木	잔치할 연	4	1
宵	소	10	10	木	밤 소	4	1
家	가	10	10	木	집 가	4	0
宸	신	10	10	木	집 신	3	0
容	용	10	10	木	얼굴 용	4	0
宿	수,숙	11	11	木	잘 숙	4	1
寀	채	11	11	木	녹봉 채	3	1
寂	적	11	11	木	고요할 적	4	0
寃	원	11	11	木	원통할 원	3	0
寄	기	11	11	木	부칠 기	4	1
寅	인	11	11	木	세째지지 인	3	1
密	밀	11	11	木	빽빽할 밀	4	1
寇	구	11	11	木	도둑 구	3	1
寊	정	12	12	木		0	1
富	부	12	12	木	가멸 부	4	1
寐	매	12	12	木	잠잘 매	3	1
寒	한	12	12	木	찰 한	4	1
寓	우	12	12	木	살 우	4	1
寔	식	12	12	木	이 식	3	1
寖	침	13	13	木	젖을 침	0	1
寗	녕,영	13	13	木	편안할 녕	4	0
寘	치	13	13	木	둘 치	0	1
寛	관	13	13	木		1	1
寞	막	13	13	木	쓸쓸할 막	4	1
察	찰	14	14	木	살필 찰	4	1
寡	과	14	14	木	적을 과	3	1
寢	침	14	14	木	잠잘 침	3	1
寤	오	14	14	木	잠 깨어날 오	3	1
實	실,지	14	14	木	열매 실	4	0
寧	녕,영	14	14	木	편안할 녕	3	0
寨	채	14	14	木	울짱 채	3	1
審	심	15	15	木	살필 심	3	1
寫	사	15	15	木	베낄 사	4	1
寬	관	14	14	木	너그러울 관	4	0
寭	혜	15	15	木	밝힐 혜	0	0
寮	료,요	15	15	木	벼슬아쳐 료	3	0
寯	준	15	15	木	모일 준	3	1
寰	환	16	16	木	기내 환	1	1
寵	총	19	19	木	사랑할 총	3	0
寶	보	20	20	木	보배 보	4	0
寸	촌	3	3	木	치 촌	4	1
寺	사	6	6	木	절 사	4	1
寿	수	7	7	木		1	1
封	봉	9	9	木	봉할 봉	4	1
尃	부	10	10	木		0	1
射	사	10	10	木	궁술 사	4	1
尅	극	10	10	木	剋과 同字	0	1
将	장	9	9	木		1	1
將	장	11	11	木	장차 장	4	1
專	전	11	11	木	오로지 전	4	1
尉	위	11	11	木	벼슬이름 위	3	0
尊	존	12	12	木	존귀할 존	4	0
尋	심	12	12	木	찾을 심	4	1
尌	주	12	12	木	세울 주	0	0
對	대	14	14	木	마주볼 대	4	1
導	도	15	15	木	이끌 도	4	0
小	소	3	3		작을 소	4	1
少	소	4	4		적을 소	4	1
尔	이	5	5		爾와 同字	1	1
尖	첨	6	6		뾰족할 첨	4	1
尙	상	8	8		오히려 상	3	1
尟	선	13	13		尠과 同字	0	1
尤	우	4	4		가장 우	4	1
尨	방	7	7		삽살개 방	3	1
就	취	12	12		좇을 취	4	1
尸	시	3	3	水	시동 시	3	1
尹	윤	4	4		다스릴 윤	3	0
尺	척	4	4	水	자 척	4	1
尻	고	5	5	水	꽁무니 고	3	1
尼	니,이	5	5	水	여승 니	3	1
尽	진	6	6	水		1	1
尾	미	7	7	水	꼬리 미	4	1
尿	뇨,요	7	7	水	오줌 뇨	3	1
局	국	7	7	水	부분 국	4	1
屁	비	7	7	水	방귀 비	1	1
居	거	8	8	水	살 거	4	1
屆	계	8	8	水	이를 계	3	1
屇	전	8	8	水	구멍 전	0	1
屈	굴	8	8	水	굽을 굴	3	1
屋	옥	9	9	水	집 옥	4	0
屍	시	9	9	水	주검 시	3	1
屎	시,히	9	9	水	똥 시	3	1
屐	극	10	10	水	나막신 극	1	1
屑	설	10	10	水	가루 설	4	1
展	전	10	10	水	펼칠 전	4	0
屛	병	11	11	水	병풍 병	3	1
屠	도	11	11	水	잡을 도	3	1
屢	누,루	14	14	水	창 누	3	1
層	층	15	15	水	겹 층	4	1
履	리,이	15	15	水	신 리	3	1
屨	구	17	17	水	삼으로 짠 신 구	1	1
屬	속	21	21	水	무리 속	3	1
屭	희	24	24	水		1	1
屯	둔	4	4	木	진칠 둔	3	1
山	산	3	3	土	뫼 산	4	1
屳	선	5	5	土	날 선	0	1
屹	흘	6	6	土	산 우뚝솟을 흘	3	0
屺	기	6	6	土	민둥산 기	1	1
岈	하	7	7	土	휑뎅그렁할 하	0	1
岊	절	7	7	土	산 모퉁이 우뚝 내밀	0	0
岌	급	6	6	土	높을 급	1	0
岏	완	7	7	土	산 뾰족할 완	0	0
岐	기	7	7	土	갈림길 기	3	1
岑	잠	7	7	土	봉우리 잠	3	0
岒	겸	7	7	土		0	1
岔	차	7	7	土	갈림길 차	1	1
岝	작	8	8	土	산 높을 작	0	0
岠	거	7	7	土		1	1
岡	강	8	8	土	멧동 강	4	1
岢	가	8	8	土		0	1
岣	구	8	8	土	산이름 구	1	1
岥	파	8	8	土	산 비알질 파	0	0
岦	립,입	8	8	土	산 우뚝할 립	0	0
岧	초	8	8	土	산이 높을 초	0	0
岨	저	8	8	土	돌산에 흙 덮일 저	1	1
岩	암	8	8	土	巖의 俗字	3	1
岪	불	8	8	土	산길 불	0	1
岫	수	8	8	土	바위구멍 수	3	1
岬	갑	8	8	土	산 허구리 갑	3	0
岭	령,영	8	8	土	산 이름 령	1	0
岯	비	8	8	土		0	1
岰	유	8	8	土		0	1
岱	대	8	8	土	태산 대	3	1
岳	악	8	8	土	큰 산 악	3	0
岵	호	8	8	土	산 호	3	1
岷	민	8	8	土	산이름 민	3	1
岸	안	8	8	土	물가 언덕 안	4	0
岺	령,영	8	8	土	재 령	3	1
岾	점	8	8	土	고개 점	3	1
峀	수	8	8	土	岫와 同字	3	1
峋	순	9	9	土		1	1
峒	동	9	9	土	산이름 동	1	1
峓	이	9	9	土		0	1
峘	환	9	9	土		0	1
峙	치	9	9	土	산이 우뚝 솟을 치	3	1
峠	상	9	9	土	고개 상	3	1
峨	아	10	10	土	산 높을 아	3	0
峩	아	10	10	土	峨와 同字	0	1
峭	초	10	10	土	가파를 초	1	1
峯	봉	10	10	土	봉우리 봉	4	0
峰	봉	10	10	土	峯과 同字	3	1
峴	현	10	10	土	고개 현	3	1
島	도	10	10	土	섬 도	4	0
峹	도	10	10	土		0	1
峻	준	10	10	土	높을 준	3	0
峼	곡,호	10	10	土		0	1
峽	협	10	10	土	물 낀 두메 협	3	0
崆	공	11	11	土	산이름 공	1	1
崇	숭	11	11	土	높을 숭	4	0
崍	내,래	11	11	土	산 이름 래	3	0
崎	기	11	11	土	험할 기	3	1
崐	곤	11	11	土	곤륜산 곤	0	1
崑	곤	11	11	土	산이름 곤	3	1
崓	고	11	11	土		0	1
崔	최	11	11	土	산 우뚝할 최	3	0
崕	애	11	11	土	崖와 同字	0	1
崖	애	11	11	土	낭떠러지 애	3	1
崗	강	11	11	土	岡의 俗字	3	1
崘	륜,윤	11	11	土		0	1
崙	륜,윤	11	11	土	산 이름 륜	3	0
崛	굴	11	11	土	산 높을 굴	1	0
崟	음	11	11	土	멧부리 음	1	1
崠	동	11	11	土		1	1
崢	쟁	11	11	土	가파를 쟁	1	1
崤	효	11	11	土	산 이름 효	1	0
崦	엄	11	11	土	해 지는 산 이름 엄	0	0
崧	숭	11	11	土	산 불끈 솟을 숭	3	0
崩	붕	11	11	土	무너질 붕	4	1
崴	외	12	12	土	평평치 아니할 외	1	1
崶	봉	12	12	土		0	1
崹	체	12	12	土		0	1
崼	시	12	12	土		0	1
崽	재	12	12	土		1	1
嵁	감	12	12	土	산 험할 감	0	0
嵂	률,율	12	12	土	가파를 률	0	1
嵃	언	12	12	土		0	1
嵄	미	12	12	土		3	1
嵉	정	12	12	土		0	1
嵊	승	13	13	土		0	1
嵋	미	12	12	土	산이름 미	3	1
嵌	감	12	12	土	깊은 골 감	3	1
嵎	우	12	12	土	산모퉁이	1	1
嵏	종	12	12	土		0	1
嵐	남,람	12	12	土	남기 남	3	1
嵒	암	12	12	土		0	1
嵓	암	12	12	土	바위 암	0	1
嵔	외	12	12	土	산이름 외	0	1
嵠	계	13	13	土		0	1
嵢	창	13	13	土		0	1
嵤	형	13	13	土		0	1
嵥	걸	13	13	土		0	1
嵩	숭	13	13	土	높을 숭	3	0
嵬	외	12	12	土	산 뾰족할 외	3	0
嵯	차	12	12	土	우뚝 솟을 차	3	1
嵰	겸	13	13	土		0	1
嵱	용	13	13	土	봉우리 쭝굿쭝굿할 용	0	0
嵷	종	14	14	土		0	1
嵸	종	14	14	土		0	1
嵺	교	14	14	土		0	1
嶁	누,루	14	14	土	봉우리 루	0	0
嶂	장	14	14	土	높고 가파른 산 장	1	0
嶄	참	14	14	土	높을 참	1	0
嶆	조	14	14	土		0	1
嶇	구	14	14	土	산험준할 구	3	1
嶈	장	14	14	土		0	1
嶋	도	14	14	土	섬 도	3	0
嶒	증	15	15	土	산 높고 험할 증	0	0
嶓	파	15	15	土		0	1
嶔	금	15	15	土	높고 험할 금	1	1
嶕	초	15	15	土	높을 초	0	0
嶙	린,인	15	15	土	가파를 린	1	1
嶝	등	15	15	土	고개 등	3	1
嶟	준	15	15	土		0	1
嶠	교	15	15	土	뾰족하게 높을 교	3	0
嶢	요	15	15	土	높을 요	3	0
嶧	역	16	16	土	연달아 있는 산 역	0	0
嶪	업	16	16	土	산이 높고 웅장할 업	3	1
嶫	업	16	16	土	嶪과 同字	0	1
嶮	험	16	16	土	산 가파를 험	1	0
嶰	해	16	16	土	골짝 사이 해	0	1
嶱	갈	15	15	土		0	1
嶲	수	15	15	土		0	1
嶷	의	17	17	土	산이름 의	1	1
嶸	영	17	17	土	산 높을 영	3	0
嶺	령,영	17	17	土	재 령	3	1
嶼	서	16	16	土	섬 서	3	0
嶽	악	17	17	土	높은 산 악	3	0
嶾	은	17	17	土		0	1
巃	롱	19	19	土		0	1
巉	참	20	20	土	가파를 참	1	1
巋	규	21	21	土		0	1
巍	외	20	20	土	높을 외	3	0
巑	찬	22	22	土	높이 솟을 찬	0	1
巒	만	22	22	土	뫼 만	3	1
巓	전	22	22	土	산 꼭대기 전	0	0
巖	암	22	22	土	바위 암	3	1
巘	헌	23	23	土		0	1
巚	헌	23	23	土	봉우리 헌	0	0
川	천	3	3	水	내 천	3	1
州	주	6	6	水	고을 주	3	0
巠	경	7	7	水		0	1
巡	순	10	6	土	돌 순	4	0
巢	소	11	11	水	새집 소	4	1
工	공	3	3	火	장인 공	4	1
左	좌	5	5	火	왼 좌	4	1
巧	교	5	5	火	공교할 교	4	1
巨	거	4	4	火	클 거	4	0
巫	무	7	7	火	무당 무	3	1
巭	부	9	9	火		0	1
差	차	9	9	火	어긋날 차	4	1
己	기	3	3	土	자기 기	4	1
已	이	3	3	土	이미 이	4	1
巳	사	3	3	火	여섯째 지지 사	3	1
巴	파	4	4	土	꼬리 파	4	1
巷	항	9	9	土	거리 항	3	1
巸	이,희	10	10	土		0	1
巹	근	9	9	土	받들 근	0	1
巽	손	12	12	土	사양할 손	3	1
巾	건	3	3	木	수건 건	4	1
市	시	5	5	木	저자 시	3	1
布	포	5	5	木	베 포	4	1
帆	범	6	6	木	돛 범	4	1
帉	분	7	7	木	걸레 분	0	1
希	희	7	7	木	바랄 희	4	1
帑	탕	8	8	木	나라 곳집 탕	3	0
帕	말	8	8	木	머리 동이수건 파	2	1
帖	첩	8	8	木	표제 첩	4	1
帙	질	8	8	木	책갑 질	3	0
帚	추	8	8	木	비 추	2	1
帛	백	8	8	木	비단 백	3	1
帝	제	9	9	木	임금 제	4	1
帠	예	9	9	木		0	1
帥	솔,수	9	9	木	주장할 수	3	1
帨	세	10	10	木	차는 수건 세	0	1
師	사	10	10	木	스승 사	4	0
席	석	10	10	木	자리 석	4	1
帳	장	11	11	木	휘장 장막 장	3	1
帶	대	11	11	木	띠 대	4	1
帷	유	11	11	木	휘장 유	1	1
常	상	11	11	木	항상 상	4	1
帽	모	12	12	木	모자 모	4	1
帿	후	12	12	木	과녁 후	3	1
幀	정	12	12	木	그림족자 정	3	0
幃	위	12	12	木	향낭 위	1	1
幄	악	12	12	木	장막 악	3	1
幅	폭	12	12	木	폭 폭	4	1
幇	방	12	12	木	幫과 同字	3	1
幌	황	13	13	木	휘장 황	3	1
幎	멱	13	13	木	덮을 멱	0	1
幔	만	14	14	木	막 만	1	1
幕	막	13	13	木	막 막	4	1
幘	책	14	14	木	건 책	0	1
幜	경	15	15	木		0	1
幞	복	15	15	木	건 복	0	1
幟	치	15	15	木	깃대 치	3	1
幡	번	15	15	木	기 번	3	1
幢	당	15	15	木	기 당	3	1
幣	폐	14	14	木	폐백 폐	3	1
幨	첨	16	16	木	휘장 첨	0	1
幪	몽	16	16	木	덮을 몽	1	1
幫	방	17	17	木	도울 방	2	0
幬	주	17	17	木	휘장 주	0	1
幰	헌	19	19	木	수레 안장 헌	0	1
幱	난,란	20	20	木	내리다지 란	0	1
干	간	3	3	木	방패 간	4	1
平	평	5	5	木	평탄할 평	4	0
年	년,연	6	6	木	해 년	4	0
并	병	6	6	木		1	1
幷	병	8	8	木	아우를	3	1
幸	행	8	8	木	다행할 행	4	0
幹	간	13	13	木	줄기 간	4	1
幺	요	3	3	火	작을 요	1	1
幻	환	4	4	火	변할 환	4	1
幼	유	5	5	火	어릴 유	4	1
幽	유	9	9	火	숨을 유	3	1
幾	기	12	12	火	기미 기	4	1
广	엄	3	3	木	바윗집 엄	1	1
庀	비	5	5	木		0	1
広	광	5	5	木		1	1
庄	장	6	6	木	장중할 장	3	1
庇	비	7	7	木	덮을 비	3	1
庈	금	7	7	木		0	1
床	상	7	7	木	牀의 俗字	3	1
庋	기	7	7	木	시렁 기	0	1
庌	아	7	7	木		0	1
序	서	7	7	木	차례 서	4	0
底	저	8	8	木	밑 저	4	1
庖	포	8	8	木	푸줏간 포	1	1
店	점	8	8	木	가게 점	4	1
庚	경	8	8	金	일곱째 천간 경	3	1
府	부	8	8	木	곳집 부	4	1
庠	상	9	9	木	학교 상	3	1
庥	휴	9	9	木		1	1
度	도,탁	9	9	木	법도 도	4	0
座	좌	10	10	木	자리 좌	4	1
庨	효	10	10	木		0	1
庩	도	10	10	木		0	1
庫	고	10	10	木	곳집 고	4	1
庭	정	9	9	木	뜰 정	4	0
庲	래	11	11	木		0	1
庳	비	11	11	木		0	1
庵	암	11	11	木	초막 암	3	1
庶	서	11	11	木	여러 서	3	1
康	강	11	11	木	편안할 강	4	0
庸	용	11	11	木	쓸 용	3	1
庽	우	12	12	木		0	1
庾	유	11	11	木	노적 유	3	1
廁	측	12	12	木	뒷간 치	2	1
廂	상	12	12	木	행랑 상	3	1
廈	하	13	13	木	큰 집 하	4	0
廉	렴,염	13	13	木	청렴할 렴	4	0
廊	낭,랑	11	11	木	복도 낭	4	0
廋	수	12	12	木	숨길 수	0	1
廏	구	14	14	木	마구간	1	1
廐	구	12	12	木	마구간 구	3	1
廑	근	14	14	木	작은집 근	0	1
廓	곽,확	13	13	木	둘레 곽	3	1
廕	음	13	13	木	덮을 음	0	1
廖	료,요	14	14	木	공허할 료	3	1
廙	이	14	14	木		0	1
廚	주	15	15	木	부엌 주	4	1
廛	전	15	15	木	전방 전	3	1
廝	시	15	15	木	부릴 시	1	1
廞	흠	15	15	木	진열할 흠	0	1
廟	묘	15	15	木	사당 묘	3	1
廠	창	15	15	木	헛간 창	4	1
廡	무	15	15	木	집 무	1	0
廢	폐	15	15	木	폐할 폐	4	1
廣	광	14	14	木	넓을 광	4	0
廥	괴	16	16	木	여물광 괴	0	1
廧	장	16	16	木	담 장	0	1
廨	해	16	16	木	관청 해	1	1
廩	늠,름	16	16	木	곳집 름	0	1
廬	려,여	19	19	木	오두막집 려	3	1
廮	영	20	20	木		0	1
廱	옹	21	21	木	벽옹 옹	0	1
廳	청	25	25	木	관청 청	4	1
延	연	6	6	木	미칠 연	3	1
廷	정	6	6	木	조정 정	3	0
建	건	8	8	木	세울 건	4	0
廻	회	8	8	木	돌 회	3	0
廾	공	3	3		들다	1	1
廿	입	4	4		스물 입	1	1
弁	변	5	5		고깔 변	3	1
弃	기	7	7		棄의 古字	2	1
弄	농,롱	7	7		희롱할 농	3	1
弅	분	7	7			0	1
弇	감	9	9		뚜껑 감	1	1
弈	혁	9	9		바둑둘 혁	1	1
弊	폐	14	14		해질 폐	3	1
弋	익	3	3	金	주살 익	1	1
式	식	6	6	金	법 식	3	0
弒	시	13	13	金		1	1
弓	궁	3	3	金	활 궁	3	0
弔	조	4	4	金	위문할 조	3	1
引	인	4	4	金	끌 인	4	1
弗	불	5	5	金	아닐 불	3	1
弘	홍	5	5	金	넓을 홍	3	0
弙	오	6	6	金		0	1
弛	이	6	6	金	늦출 이	3	1
弞	신	7	7	金		0	1
弟	제	7	7	金	아우 제	4	1
弢	도	8	8	金	활집 도	0	1
弥	미	8	8	金	彌와 同字	1	1
弦	현	8	8	金	시위 현	3	1
弧	호	8	8	金	활 호	4	1
弭	미	9	9	金	활고자 미	1	1
弱	약	10	10	金	약할 약	4	1
弴	돈	11	11	金	그림 그린 활 돈	1	0
張	장	11	11	金	베풀 장	4	0
強	강	11	11	金	강할	3	1
强	강	12	12	金	강할 강	3	1
弼	필	12	12	金	도울 필	3	0
彀	구	13	13	金	활 잔뜩 당길 구	1	1
彆	별	14	14	金	활 뒤틀릴 별	1	1
彈	탄	15	15	金	쏠 탄	4	1
彊	강	16	16	金	굳셀 강	3	0
彌	미	17	17	金	두루 미	3	1
彎	만	22	22	金	굽을 만	4	1
彔	녹,록	8	8		나무 깍을 록	2	0
彖	단	9	9		결단할 단	3	1
彗	세,혜	11	11		비 혜	2	1
彘	체	12	12		돼지 체	1	1
彙	휘	13	13		무리 휘	3	1
彛	이	16	16		彝의 俗字	3	1
彝	이	18	18		떳떳할 이	1	1
形	형	7	7		모양 형	4	1
彤	동	7	7		붉은 칠 동	1	1
彥	언	9	9			1	1
彦	언	9	9		彥과 同字	3	0
彧	욱	10	10		빛날 욱	3	0
彩	채	11	11		무늬 채	4	0
彪	표	11	11	木	칡범 표	3	1
彫	조	11	11		새길 조	3	1
彬	빈	11	11		빛날 빈	3	0
彭	팽	12	12		성씨 팽	3	0
彰	창	14	14		밝을 창	3	0
影	영	15	15		그림자 영	4	0
彷	방	7	7	火	거닐 방	3	1
役	역	7	7	火	부릴 역	3	1
彼	피	8	8	火	저 피	3	1
彿	불	8	8	火	비슷할 불	3	1
往	왕	8	8	火	갈 왕	4	1
征	정	8	8	火	칠 정	3	1
徂	조	8	8	火	갈 조	1	1
待	대	9	9	火	기다릴 대	4	1
徆	서	9	9	火		0	1
徇	순	9	9	火	조리 돌릴 순	3	1
很	흔	9	9	火	패려궂을 흔	2	1
徉	양	9	9	火	배회할 양	1	1
徊	회	9	9	火	노닐 회	3	1
律	률,율	9	9	火	법 률	4	0
後	후	9	9	火	뒤 후	4	1
徐	서	10	10	火	천천할 서	3	0
徑	경	10	10	火	지름길 경	4	1
徒	도	10	10	火	무리 도	4	1
徖	종	11	11	火		0	1
得	득	11	11	火	얻을 득	4	1
徘	배	11	11	火	노닐 배	3	1
徙	사	11	11	火	옮길 사	4	1
徜	상	11	11	火	노닐 상	1	1
從	종	11	11	火	좇을 종	4	1
徠	내,래	11	11	火	올 래	3	1
御	어	12	12	火	거느릴 어	3	1
徣	차	11	11	火	빌릴 차	0	1
徥	시	12	12	火		0	1
徦	가	12	12	火		0	1
徧	편	12	12	火		1	1
徨	황	12	12	火	노닐 황	3	1
復	복,부	12	12	火	돌아올 복	3	1
循	순	12	12	火	좇을 순	4	1
徬	방	13	13	火	시중들 방	1	1
徭	요	13	13	火	부릴 요	1	1
微	미	13	13	火	작을 미	4	1
徯	혜	13	13	火	기다릴 혜	0	1
徳	덕	14	14	火		1	1
徵	징	15	15	火	부를 징	4	1
德	덕	15	15	火	큰 덕	4	1
徹	철	15	15	火	통할 철	3	0
徼	요	16	16	火	돌아다닐 요	0	1
徽	휘	17	17	火	아름다울 휘	4	0
徿	룡,용	19	19	火		0	1
心	심	4	4	火	마음 심	4	1
必	필	5	5	火	반드시 필	4	1
忇	늑,륵	6	5	火		0	1
忈	인	6	6	火		0	1
忉	도	6	5	火	근심할 도	0	1
忋	개	7	6	火		0	1
忌	기	7	7	火	꺼릴 기	3	1
忍	인	7	7	火	참을 인	4	1
忎	인	7	7	火		0	1
忐	탐	7	7	火		1	1
忒	특	7	7	火	변할 특	1	1
忓	간,한	7	6	火		0	1
忕	세,태	7	6	火		0	1
忖	촌	7	6	火	헤아릴 촌	3	1
志	지	7	7	火	뜻 지	4	0
忘	망	7	7	火	잊을 망	4	1
忙	망	7	6	火	바쁠 망	4	1
忝	첨	8	8	火	더럽힐 첨	1	1
忞	민	8	8	火	강인할 민	2	1
忟	민	8	7	火	강인할 민	1	1
忠	충	8	8	火	충성 충	4	0
忡	충	8	7	火	근심할 충	1	1
忤	오	8	7	火	거스릴 오	1	1
忨	완	8	7	火	탐할 완	0	1
快	쾌	8	7	火	기분이 좋을 쾌	4	1
忬	여	8	7	火		0	1
忭	변	8	7	火	기뻐할 변	0	1
忮	기	8	7	火	해칠 기	1	1
忯	기,지	8	7	火		0	1
忱	침	8	7	火	믿을 침	1	0
念	념,염	8	8	火	생각 념	4	1
忸	뉴,유	8	7	火	익을 뉴	1	1
忻	흔	8	7	火	기뻐할 흔	1	1
忼	강	8	7	火	강개할 강	0	1
忽	홀	8	8	火	소흘히 할 홀	4	1
忿	분	8	8	火	성낼 분	3	1
怊	초	9	8	火	슬퍼할 초	0	1
怋	민	9	8	火		0	1
怍	작	9	8	火	부끄러울 작	0	1
怏	앙	9	8	火	원망할 앙	3	1
怔	정	9	8	火	황겁할 정	1	1
怕	파	9	8	火	두려울 파	2	1
怖	포	9	8	火	두려울 포	4	1
怗	첩	9	8	火	고요할 첩	0	0
怙	호	9	8	火	믿을 호	1	0
怛	달	9	8	火	깜짝 놀랄 달	1	1
怜	령,영	9	8	火	영리할 령	3	1
思	사	9	9	火	생각할 사	4	1
怞	추	9	8	火		0	1
怠	태	9	9	火	게으를 태	3	1
怡	이	9	8	火	기쁠 이	3	0
急	급	9	9	火	급할 급	4	1
怦	평	9	8	火	맘 급할 평	1	1
性	성	9	8	火	성품 성	4	1
怨	원	9	9	火	원망할 원	3	1
怩	니,이	9	8	火	부끄러워할 니	1	1
怪	괴	9	8	火	기이할 괴	4	1
怯	겁	9	8	火	무서워할 겁	3	1
怰	현	9	8	火		0	1
怲	병	9	8	火		0	1
怳	황	9	8	火	멍할 황	0	1
恀	치	10	9	火		0	1
恁	임	10	10	火	생각할 임	3	1
恂	순	10	9	火	진실할 순	3	1
恃	시	10	9	火	믿을 시	3	0
恆	항	10	9	火	恒의 本字	2	1
恇	광	10	9	火	겁낼 광	0	1
恈	모	10	9	火	탐할 모	0	1
恊	협	10	9	火	겁낼 협	0	1
恍	황	10	9	火	황홀할 황	3	1
恐	공	10	10	火	두려울 공	4	1
恒	항	10	9	火	늘 항	3	1
恔	교,효	10	9	火		0	1
恕	서	10	10	火	용서할 서	4	1
恙	양	10	10	火	근심 양	3	1
恚	에	10	10	火	성낼 에	1	1
恝	괄	10	10	火	걱정 없을 괄	3	1
恞	이	10	9	火		0	1
恟	흉	10	9	火	두려워할 흉	0	1
恢	회	10	9	火	넓을 회	4	0
恣	자	10	10	火	방자할 자	3	1
恤	휼	10	9	火	구휼할 휼	3	1
恥	치	10	10	火	부끄럼 치	4	1
恦	상	10	9	火		0	1
恨	한	10	9	火	한탄할 한	4	1
恩	은	10	10	火	은혜 은	4	0
恪	각	10	9	火	삼갈 각	3	0
恫	통	10	9	火	슬플 통	1	1
恬	념,염	10	9	火	편안할 념	3	0
恭	공	10	10	火	공손할 공	4	0
息	식	10	10	火	숨쉴 식	4	1
恰	흡	10	9	火	마치 흡	4	1
恵	혜	10	10	火		1	1
恿	용	11	11	火		1	1
悁	연	11	10	火	분할 연	0	1
悃	곤	11	10	火	정성 곤	0	0
悄	초	11	10	火	근심할 초	2	1
悅	열	11	10	火	즐거울 열	3	0
悆	서,여	11	11	火		0	1
悇	여	11	10	火		0	1
悉	실	11	11	火	모두 실	3	1
悊	철	11	11	火		0	1
悋	린,인	11	10	火	아낄 린	1	1
悌	제	11	10	火	공경할 제	3	1
悍	한	11	10	火	사나울 한	3	1
悏	협	11	10	火		0	1
悒	읍	11	10	火	답답할 읍	0	1
悔	회	11	10	火	뉘우칠 회	4	1
悕	희	11	10	火	슬퍼할 희	0	1
悖	패	11	10	火	거스를 패	3	1
悗	문	11	10	火	잊어버릴 문	0	1
悚	송	11	10	火	두려울 송	3	1
悛	전	11	10	火	고칠 전	3	1
悟	오	11	10	火	깨우칠 오	4	1
悠	유	11	11	火	멀 유	3	0
悢	량,양	11	10	火	슬퍼할 량	0	1
患	환	11	11	火	근심 환	4	1
悤	총	11	11	火	바쁠 총	3	1
悧	리,이	11	10	火	영리할 리	3	1
悰	종	12	11	火	즐길 종	3	1
悱	비	12	11	火	표현 못할 비	1	1
悲	비	12	12	火	슬플 비	4	1
悳	덕	12	12	火	德의 古字	3	1
悴	췌	12	11	火	근심할 췌	3	1
悵	창	12	11	火	슬퍼할 창	1	1
悶	민	12	12	火	번민할 민	4	1
悸	계	12	11	火	두근거를 계	3	1
悻	행	12	11	火	발끈 성낼 행	1	1
悼	도	12	11	火	슬퍼할 도	3	1
悽	처	12	11	火	슬퍼할 처	3	1
悾	강	12	11	火	정성 공	0	0
惀	론	12	11	火		0	1
惄	녁,역	12	12	火	마음 졸일 녁	0	1
情	정	12	11	火	뜻 정	4	0
惆	추	12	11	火	실심할 추	1	1
惇	돈	12	11	火	두터울 돈	3	0
惉	첨	12	12	火	팰 첨	0	1
惋	완	12	11	火	한탄할 완	1	1
惍	금	12	11	火		0	1
惏	남,람	12	11	火	떨릴 람	0	1
惑	혹	12	12	火	미혹할 혹	3	1
惓	권	12	11	火	삼갈 권	0	0
惔	담	12	11	火		0	1
惕	척	12	11	火	두려워할 척	1	1
惗	녑,엽	12	11	火		0	1
惘	망	12	11	火	멍할 망	1	1
惙	철	12	11	火	근심할 철	0	1
惚	홀	12	11	火	황홀할 홀	3	1
惜	석	12	11	火	아낄 석	4	1
惝	창	12	11	火	멍할 창	0	1
惞	흔	12	11	火		0	1
惟	유	12	11	火	꾀할 유	3	1
惠	혜	12	12	火	은혜 혜	4	0
惡	악,오	12	12	火	나쁠 악	4	1
惢	쇄,예	12	12	火	의심낼 솨	0	1
惰	타	13	12	火	게으를 타	4	1
惲	운	13	12	火	의논할 운	1	1
想	상	13	13	火	생각할 상	4	1
惴	췌	13	12	火	두려워할 췌	1	1
惶	황	13	12	火	두려워할 황	4	1
惷	준	13	13	火	어수선할 준	0	1
惸	경	13	12	火	근심할 경	0	1
惹	야	13	12	火	끌릴 야	3	1
惺	성	13	12	火	깨달을 성	3	1
惻	측	13	12	火	슬플 측	3	1
惼	편	13	12	火	조급할 편	0	1
愀	초	13	12	火	정색할 초	1	1
愁	수	13	13	火	근심 수	4	1
愃	선,훤	13	12	火	쾌할 선	2	1
愄	외	13	12	火		0	1
愆	건	13	13	火	죄 건	3	1
愈	유	13	13	火	나을 유	4	1
愉	유	13	12	火	기뻐할 유	4	1
愌	환	13	12	火		0	1
愍	민	13	13	火	근심할 민	3	1
愎	퍅	13	12	火	사나울 퍅	3	1
意	의	13	13	火	뜻 의	4	0
愐	면	13	12	火		0	1
